id,الفعل الماضي,الجذر,باب الصرفي,اللزوم والتعدي,تم تدقيقه,تم إعادة تدقيقه,صحيح (الجذر حقيقي),المرجع ( المصدر ),المصدر
4446,لَخَنَ,لخن,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,1,0, لسان العرب,لَخْن
4447,لَخِنَ,لخن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَخَن
4448,لَخَا,لخو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَخْو
4449,لَخَى,لخي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,0, لسان العرب,لَخْي
4450,لَخِيَ,لخي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَخَى
4451,لَدَّ,لدد,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَدّ
4452,لَدَّ,لدد,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَدّ
4453,لَدَّ,لدد,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَدّ
4454,لَدَسَ,لدس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَدْس
4455,لَدَغَ,لدغ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَدْغ
4456,لَدِكَ,لدك,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَدَك
4457,لَدَمَ,لدم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,1,0, لسان العرب,لَدْم
4458,لَدُنَ,لدن,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,0, لسان العرب,لُدُونَة
4459,لَذَجَ,لذج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَذْج
4460,لَذَّ,لذذ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,1,0, لسان العرب,لَذّ
4461,لَذَعَ,لذع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَذْع
4462,لَذِمَ,لذم,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,1,0, لسان العرب,لَذَم
4463,لَذِيَ,لذي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَذَى
4464,لَزَأَ,لزء,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَزْأ
4465,لَزَبَ,لزب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَزْب
4466,لَزَبَ,لزب,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,0, لسان العرب,لَزْب
4467,خَرِصَ,خرص,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,خَرْص
4468,لَزِبَ,لزب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَزَب
4469,لَزُبَ,لزب,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,0, لسان العرب,لُزُوب
4470,لَزِجَ,لزج,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَزَاجَة
4471,لَزَّ,لزز,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَزّ
4472,لَزِقَ,لزق,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لُزوق / لَزَق
4473,لَزِمَ,لزم,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,1,0, لسان العرب,لُزوم
4474,لَزَنَ,لزن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,0, لسان العرب,لَزْن
4475,لَزِنَ,لزن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَزَن
4476,لَسَبَ,لسب,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,0, لسان العرب,لَسْب
4477,لَسِبَ,لسب,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,1,0, لسان العرب,لَسَب
4478,لَسَدَ,لسد,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,0, لسان العرب,لَسْد
4479,لَسِدَ,لسد,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,0,1,0, لسان العرب,لَسَد
4480,لَسَّ,لسس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَسّ
4481,لَسَعَ,لسع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَسْع
4482,لَسَمَ,لسم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَسْم
4483,لَسِمَ,لسم,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,1,0, لسان العرب,لَسَم
4484,لَسَنَ,لسن,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَسْن
4485,لَسِنَ,لسن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَسَن
4486,لَشَا,لشو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,0, لسان العرب,لَشْو
4487,لَصِبَ,لصب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَصَب
4488,لَصَّ,لصص,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَصّ
4489,لَصَّ,لصص,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَصّ
4490,لَصَغَ,لصغ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,1,0, لسان العرب,لَصْغ
4491,لَصَفَ,لصف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَصْف
4492,لَصَفَ,لصف,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,1,0, لسان العرب,لَصْف
4493,لَصِفَ,لصف,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَصَف
4494,خَرَطَ,خرط,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,خَرْط
4495,لَصِقَ,لصق,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لُصوق / لَصَق
4496,لَصَا,لصو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَصْو
4497,لَصَى,لصي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,1,0, لسان العرب,لَصْي
4498,لَصِيَ,لصي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَصَى
4499,لَضَمَ,لضم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,0, لسان العرب,لَضْم
4500,لَضَا,لضو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,0, لسان العرب,لَضْو
4501,لَطَأَ,لطء,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَطْء
4502,لَطِئَ,لطء,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَطَأ
4503,لَطَثَ,لطث,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَطْث
4504,لَطَحَ,لطح,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَطْح
4505,لَطَخَ,لطخ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,لَطْخ
4506,لَطَسَ,لطس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَطْس
4507,لَطَّ,لطط,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَطّ
4508,لَطَّ,لطط,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,1,0, لسان العرب,لَطّ
4509,لَطَعَ,لطع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَطْع
4510,لَطِعَ,لطع,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,1,0, لسان العرب,لَطَع
4511,لَطَفَ,لطف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,0, لسان العرب,لُطْف
4512,لَطُفَ,لطف,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,0, لسان العرب,لُطْف
4513,لَطَمَ,لطم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,0, لسان العرب,لَطْم
4514,لَطَهَ,لطه,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,لَطْه
4515,لَطَا,لطو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,0, لسان العرب,لَطْو
4516,لَطَى,لطي,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,1,0, لسان العرب,لَطْي
4517,لَطِيَ,لطي,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,0,1,0, لسان العرب,لَطَى
4518,لَظَّ,لظظ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَظّ
4519,لَظِيَ,لظي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَظًى
4520,لَعَبَ,لعب,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,1,0, لسان العرب,لَعِب
4521,لَعِبَ,لعب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَعِب
4522,لَعِثَ,لعث,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَعَث
4523,لَعَجَ,لعج,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَعْج
4524,لَعَزَ,لعز,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,لَعْز
4525,لَعَسَ,لعس,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,لَعْس
4526,خَرَطَ,خرط,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,1,0, لسان العرب,خَرْط
4527,لَعِسَ,لعس,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَعَس
4528,لَعِصَ,لعص,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَعْص
4529,لَعَضَ,لعض,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,لَعْض
4530,لَعَطَ,لعط,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَعْط
4531,لَعِقَ,لعق,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,1,0, لسان العرب,لَعْق
4532,لَعَنَ,لعن,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,لَعْن
4533,لَغَبَ,لغب,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,0, لسان العرب,لَغَب
4534,لَغَبَ,لغب,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَغَب
4535,لَغِبَ,لغب,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَغَب
4536,لَغَدَ,لغد,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,لَغْد
4537,لَغَزَ,لغز,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَغْز
4538,لَغَطَ,لغط,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,1,0, لسان العرب,لَغَط
4539,لَغَفَ,لغف,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَغْف
4540,لَغِفَ,لغف,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,0,1,0, لسان العرب,لَغَف
4541,لَغَمَ,لغم,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَغْم
4542,لَغِمَ,لغم,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَغَم
4543,لَغَا,لغو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَغْو
4544,لَغِيَ,لغو,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَغًى
4545,لَفَأَ,لفء,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,لَفْء
4546,لَفِئَ,لفء,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَفَأ
4547,لَفَتَ,لفت,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,1,0, لسان العرب,لَفْت
4548,لَفِتَ,لفت,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَفَت
4549,لَفَحَ,لفح,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَفْح
4550,لَفَخَ,لفخ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَفْخ
4551,لَفَظَ,لفظ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,1,0, لسان العرب,لَفْظ
4552,لَفَعَ,لفع,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,لَفْع
4553,لَفَّ,لفف,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَفّ
4554,لَفَّ,لفف,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَفّ
4555,لَفَقَ,لفق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,1,0, لسان العرب,لَفْق
4556,خَرِطَ,خرط,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,خَرَط
4557,لَفِقَ,لفق,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,1,0, لسان العرب,لَفَق
4558,لَفَمَ,لفم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,1,0, لسان العرب,لَفْم
4559,لَفَا,لفو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَفْو
4560,لَقَثَ,لقث,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَقْث
4561,لَقِثَ,لقث,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,0,1,0, لسان العرب,لَقَث
4562,لَقِحَ,لقح,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَقَح
4563,لَقَزَ,لقز,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَقْز
4564,لَقَسَ,لقس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَقْس
4565,لَقَسَ,لقس,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,0, لسان العرب,لَقْس
4566,لَقِسَ,لقس,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَقَس
4567,لَقَصَ,لقص,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,0, لسان العرب,لَقْص
4568,لَقِصَ,لقص,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَقَص
4569,لَقَطَ,لقط,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَقْط
4570,لَقَعَ,لقع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَقْع
4571,لَقِفَ,لقف,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,1,0, لسان العرب,لَقَف
4572,لَقَّ,لقق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَقّ
4573,لَقَمَ,لقم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَقْم
4574,لَقِمَ,لقم,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,0,1,0, لسان العرب,لَقَم
4575,لَقِنَ,لقن,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,0,1,0, لسان العرب,لَقَن
4576,لَقَا,لقو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَقْو
4577,لَقِيَ,لقي,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,0,1,0, لسان العرب,لِقاء
4578,لَكَأَ,لكء,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَكْء
4579,لَكِئَ,لكء,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَكَأ
4580,لَكَثَ,لكث,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَكْث
4581,لَكِثَ,لكث,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَكَث
4582,لَكَحَ,لكح,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,لَكْح
4583,لَكَدَ,لكد,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَكْد
4584,لَكِدَ,لكد,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَكَد
4585,لَكَزَ,لكز,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَكْز
4586,خَرَعَ,خرع,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,خَرْع
4587,لَكَشَ,لكش,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَكْش
4588,لَكَعَ,لكع,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَكْع
4589,لَكِعَ,لكع,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَكَع
4590,لَكُعَ,لكع,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,0, لسان العرب,لُكوع
4591,لَكَّ,لكك,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَكّ
4592,لَكَمَ,لكم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَكْم
4593,لَكِنَ,لكن,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَكَن
4594,لَكِيَ,لكي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,0, لسان العرب,لَكًى
4595,لَمَأَ,لمء,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَمْء
4596,لَمَجَ,لمج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَمْج
4597,لَمَحَ,لمح,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,0,1,0, لسان العرب,لَمْح
4598,لَمَخَ,لمخ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,0, لسان العرب,لَمْخ
4599,لَمَزَ,لمز,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,0,1,0, لسان العرب,لَمْز
4600,لَمَزَ,لمز,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,0,1,0, لسان العرب,لَمْز
4601,لَمَسَ,لمس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَمْس
4602,لَمَسَ,لمس,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,0, لسان العرب,لَمْس
4603,لَمَصَ,لمص,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,0, لسان العرب,لَمْص
